state,state_code,year,education,education_code,region,births,avg_birth_weight_g,sd_birth_weight_g,avg_mother_age,sd_mother_age,avg_gestational_age_wks,sd_gestational_age_wks
Massachusetts,25,2023,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,4236,3308.3,531.59,34.82,3.61,38.87,2.02
Massachusetts,25,2024,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,4372,3282.74,542.39,34.92,3.65,38.74,2.08
New Hampshire,33,2016,8th grade or less,1,Northeast,86,3373.65,509.55,29.71,6.59,38.91,2.16
New Hampshire,33,2017,8th grade or less,1,Northeast,86,3228.84,632.85,29.24,6.59,38.42,3.2
New Hampshire,33,2018,8th grade or less,1,Northeast,93,3216.49,572.91,28.92,6.48,38.7,2.86
New Hampshire,33,2019,8th grade or less,1,Northeast,65,3339.31,478.1,30.03,6.83,38.57,2.74
New Hampshire,33,2020,8th grade or less,1,Northeast,65,3269.45,562.17,29.43,6.72,38.57,2.27
New Hampshire,33,2021,8th grade or less,1,Northeast,72,3364.65,521.99,29.08,7.28,38.82,3.13
New Hampshire,33,2022,8th grade or less,1,Northeast,76,3185.07,588.57,29.01,7.03,38.47,2.88
New Hampshire,33,2023,8th grade or less,1,Northeast,74,3181.96,633.77,30.32,7.39,37.86,2.8
New Hampshire,33,2024,8th grade or less,1,Northeast,79,3184.58,652.67,30.48,6.58,38.15,3.05
New Hampshire,33,2016,9th through 12th grade with no diploma,2,Northeast,656,3215.72,602.17,24.8,6.06,38.91,2.71
New Hampshire,33,2017,9th through 12th grade with no diploma,2,Northeast,617,3194.99,624.54,24.54,5.79,38.86,2.44
New Hampshire,33,2018,9th through 12th grade with no diploma,2,Northeast,564,3174.42,626.74,24.6,5.84,38.62,2.98
New Hampshire,33,2019,9th through 12th grade with no diploma,2,Northeast,548,3208.28,563.58,25.34,6.26,38.82,2.54
New Hampshire,33,2020,9th through 12th grade with no diploma,2,Northeast,561,3198.49,575.54,25.38,6.13,38.87,2.43
New Hampshire,33,2021,9th through 12th grade with no diploma,2,Northeast,527,3217.69,563.8,25.46,6.22,38.68,2.61
New Hampshire,33,2022,9th through 12th grade with no diploma,2,Northeast,454,3191.37,525.02,25.87,6.51,38.59,2.38
New Hampshire,33,2023,9th through 12th grade with no diploma,2,Northeast,436,3221.16,556.23,25.47,6.11,38.72,2.22
New Hampshire,33,2024,9th through 12th grade with no diploma,2,Northeast,444,3208.28,606.8,25.85,6.59,38.33,2.71
New Hampshire,33,2016,High school graduate or GED completed,3,Northeast,2615,3332.55,600.12,26.63,5.44,39.01,2.5
New Hampshire,33,2017,High school graduate or GED completed,3,Northeast,2573,3307.87,589.59,26.62,5.21,39.02,2.34
New Hampshire,33,2018,High school graduate or GED completed,3,Northeast,2514,3310.37,598.64,26.77,5.41,38.91,2.5
New Hampshire,33,2019,High school graduate or GED completed,3,Northeast,2423,3306.55,570.84,26.81,5.14,38.9,2.5
New Hampshire,33,2020,High school graduate or GED completed,3,Northeast,2463,3294.45,616.07,27.08,5.31,38.75,2.63
New Hampshire,33,2021,High school graduate or GED completed,3,Northeast,2506,3290.36,584.93,27.56,5.3,38.82,2.52
New Hampshire,33,2022,High school graduate or GED completed,3,Northeast,2346,3287.04,588.13,27.71,5.36,38.8,2.44
New Hampshire,33,2023,High school graduate or GED completed,3,Northeast,2288,3284.75,578.6,27.6,5.3,38.78,2.44
New Hampshire,33,2024,High school graduate or GED completed,3,Northeast,2329,3306.82,599.11,28.25,5.42,38.81,2.39
New Hampshire,33,2016,"Some college credit, but not a degree",4,Northeast,2553,3363.46,573.65,28.32,5.13,39.1,2.37
New Hampshire,33,2017,"Some college credit, but not a degree",4,Northeast,2347,3331.52,611.37,28.39,5.03,38.93,2.5
New Hampshire,33,2018,"Some college credit, but not a degree",4,Northeast,2382,3363.01,595.01,28.75,5.21,38.93,2.4
New Hampshire,33,2019,"Some college credit, but not a degree",4,Northeast,2265,3325.32,583.39,28.88,5.08,38.85,2.25
New Hampshire,33,2020,"Some college credit, but not a degree",4,Northeast,2197,3349.45,587.23,29.15,4.99,38.95,2.27
New Hampshire,33,2021,"Some college credit, but not a degree",4,Northeast,2179,3330.93,617.92,29.49,5.05,38.77,2.4
New Hampshire,33,2022,"Some college credit, but not a degree",4,Northeast,1943,3338.38,593.22,29.61,4.96,38.86,2.4
New Hampshire,33,2023,"Some college credit, but not a degree",4,Northeast,1938,3332.13,586.03,29.9,5.0,38.74,2.4
New Hampshire,33,2024,"Some college credit, but not a degree",4,Northeast,1744,3313.16,580.48,30.06,5.05,38.72,2.31
New Hampshire,33,2016,"Associate degree (AA, AS)",5,Northeast,1091,3397.49,556.24,30.32,4.52,39.04,2.07
New Hampshire,33,2017,"Associate degree (AA, AS)",5,Northeast,1158,3346.91,577.47,30.55,4.62,38.93,2.37
New Hampshire,33,2018,"Associate degree (AA, AS)",5,Northeast,1082,3359.69,570.37,30.73,4.53,38.88,2.18
New Hampshire,33,2019,"Associate degree (AA, AS)",5,Northeast,1073,3363.25,534.02,30.7,4.55,38.97,2.08
New Hampshire,33,2020,"Associate degree (AA, AS)",5,Northeast,1029,3362.84,589.86,30.6,4.42,38.86,2.44
New Hampshire,33,2021,"Associate degree (AA, AS)",5,Northeast,1115,3366.77,565.34,30.93,4.56,38.92,2.2
New Hampshire,33,2022,"Associate degree (AA, AS)",5,Northeast,1030,3351.66,528.66,31.02,4.59,38.9,2.07
New Hampshire,33,2023,"Associate degree (AA, AS)",5,Northeast,1025,3352.35,593.53,31.15,4.54,38.84,2.22
New Hampshire,33,2024,"Associate degree (AA, AS)",5,Northeast,1015,3391.54,570.04,31.14,4.62,38.77,2.22
New Hampshire,33,2016,"Bachelor's degree (BA, AB, BS)",6,Northeast,3017,3396.68,571.92,31.52,4.08,39.07,2.16
New Hampshire,33,2017,"Bachelor's degree (BA, AB, BS)",6,Northeast,3169,3393.88,546.27,31.34,4.12,39.07,2.02
New Hampshire,33,2018,"Bachelor's degree (BA, AB, BS)",6,Northeast,3126,3380.67,568.52,31.72,4.11,39.0,2.11
New Hampshire,33,2019,"Bachelor's degree (BA, AB, BS)",6,Northeast,3141,3404.04,540.93,31.63,4.17,39.06,2.04
New Hampshire,33,2020,"Bachelor's degree (BA, AB, BS)",6,Northeast,3181,3381.54,547.92,31.77,4.04,39.03,2.18
New Hampshire,33,2021,"Bachelor's degree (BA, AB, BS)",6,Northeast,3559,3383.89,557.06,31.77,4.12,39.02,2.02
New Hampshire,33,2022,"Bachelor's degree (BA, AB, BS)",6,Northeast,3521,3387.8,565.83,31.95,4.11,38.98,2.09
New Hampshire,33,2023,"Bachelor's degree (BA, AB, BS)",6,Northeast,3558,3383.46,555.21,32.15,4.09,38.96,2.03
New Hampshire,33,2024,"Bachelor's degree (BA, AB, BS)",6,Northeast,3595,3379.09,543.96,32.14,4.15,38.89,1.97
New Hampshire,33,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,1800,3396.16,577.66,32.59,3.63,39.07,2.13
New Hampshire,33,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,1714,3378.3,577.6,32.78,3.73,38.98,2.08
New Hampshire,33,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,1774,3406.85,583.46,32.7,3.65,39.0,2.15
New Hampshire,33,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,1876,3406.78,538.42,32.82,3.65,38.99,1.99
New Hampshire,33,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,1828,3383.41,550.26,33.0,3.72,38.96,2.08
New Hampshire,33,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,2144,3375.42,576.89,33.06,3.7,38.91,2.05
New Hampshire,33,2022,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,2173,3376.16,564.18,33.12,3.65,38.83,2.13
New Hampshire,33,2023,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,2099,3350.33,563.1,33.11,3.7,38.73,2.22
New Hampshire,33,2024,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,2088,3395.91,554.93,33.2,3.69,38.89,2.09
New Hampshire,33,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,376,3316.23,634.13,33.71,3.84,38.64,2.5
New Hampshire,33,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,392,3326.96,558.16,34.25,3.67,38.98,2.02
New Hampshire,33,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,399,3318.66,549.97,34.08,3.72,38.79,2.08
New Hampshire,33,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,371,3315.79,580.42,34.43,3.77,38.67,2.16
New Hampshire,33,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,406,3316.82,598.96,34.32,3.53,38.77,2.44
New Hampshire,33,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,463,3369.84,536.85,34.12,3.87,38.92,1.99
New Hampshire,33,2022,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,463,3327.33,540.23,34.58,3.9,38.89,1.95
New Hampshire,33,2023,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,476,3375.66,503.56,34.17,3.67,38.84,2.26
New Hampshire,33,2024,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,401,3421.68,492.94,34.41,3.63,38.94,1.73
New Jersey,34,2016,8th grade or less,1,Northeast,4470,3271.14,564.88,30.08,6.12,38.58,2.7
New Jersey,34,2017,8th grade or less,1,Northeast,4187,3277.75,564.76,30.14,6.23,38.62,2.63
New Jersey,34,2018,8th grade or less,1,Northeast,4149,3262.29,553.07,30.44,6.24,38.49,2.68
New Jersey,34,2019,8th grade or less,1,Northeast,3853,3241.34,546.15,30.29,6.44,38.51,2.6
New Jersey,34,2020,8th grade or less,1,Northeast,3827,3251.74,555.42,30.38,6.5,38.48,2.71
New Jersey,34,2021,8th grade or less,1,Northeast,3566,3245.27,542.91,30.08,6.66,38.47,2.56
New Jersey,34,2022,8th grade or less,1,Northeast,3918,3199.83,557.64,29.85,6.74,38.33,2.72
New Jersey,34,2023,8th grade or less,1,Northeast,3605,3224.23,550.25,29.78,6.75,38.37,2.74
New Jersey,34,2024,8th grade or less,1,Northeast,3571,3228.52,540.5,29.69,6.71,38.47,2.56
New Jersey,34,2016,9th through 12th grade with no diploma,2,Northeast,7088,3185.68,603.65,26.24,6.68,38.5,2.84
New Jersey,34,2017,9th through 12th grade with no diploma,2,Northeast,6454,3176.03,601.82,26.57,6.76,38.44,2.85
New Jersey,34,2018,9th through 12th grade with no diploma,2,Northeast,6437,3194.34,592.62,26.52,6.78,38.46,2.77
New Jersey,34,2019,9th through 12th grade with no diploma,2,Northeast,6080,3186.21,588.66,26.62,6.88,38.42,2.77
New Jersey,34,2020,9th through 12th grade with no diploma,2,Northeast,5474,3186.53,588.13,26.71,6.94,38.46,2.75
New Jersey,34,2021,9th through 12th grade with no diploma,2,Northeast,5150,3198.14,591.92,26.99,7.04,38.42,2.73
New Jersey,34,2022,9th through 12th grade with no diploma,2,Northeast,5479,3176.3,574.83,26.97,7.0,38.43,2.63
New Jersey,34,2023,9th through 12th grade with no diploma,2,Northeast,5459,3186.94,569.77,26.99,6.99,38.45,2.66
New Jersey,34,2024,9th through 12th grade with no diploma,2,Northeast,5555,3181.59,597.45,27.18,7.08,38.41,2.74
New Jersey,34,2016,High school graduate or GED completed,3,Northeast,23672,3230.3,600.73,27.91,5.89,38.61,2.69
New Jersey,34,2017,High school graduate or GED completed,3,Northeast,23473,3229.63,591.61,28.02,5.89,38.59,2.67
New Jersey,34,2018,High school graduate or GED completed,3,Northeast,23898,3229.91,590.97,28.17,5.91,38.61,2.61
New Jersey,34,2019,High school graduate or GED completed,3,Northeast,23164,3224.68,600.94,28.14,5.81,38.55,2.66
New Jersey,34,2020,High school graduate or GED completed,3,Northeast,23010,3226.41,590.0,28.32,5.9,38.56,2.61
New Jersey,34,2021,High school graduate or GED completed,3,Northeast,23384,3231.18,588.77,28.44,5.8,38.55,2.56
New Jersey,34,2022,High school graduate or GED completed,3,Northeast,22544,3219.37,584.47,28.52,5.85,38.55,2.53
New Jersey,34,2023,High school graduate or GED completed,3,Northeast,22137,3221.28,576.7,28.59,5.82,38.57,2.57
New Jersey,34,2024,High school graduate or GED completed,3,Northeast,22656,3229.14,575.3,28.58,5.85,38.63,2.57
New Jersey,34,2016,"Some college credit, but not a degree",4,Northeast,13986,3249.83,596.57,29.07,5.57,38.62,2.58
New Jersey,34,2017,"Some college credit, but not a degree",4,Northeast,13495,3254.74,592.09,29.17,5.61,38.65,2.57
New Jersey,34,2018,"Some college credit, but not a degree",4,Northeast,12994,3243.06,603.26,29.38,5.64,38.58,2.58
New Jersey,34,2019,"Some college credit, but not a degree",4,Northeast,12505,3251.04,585.3,29.5,5.57,38.58,2.49
New Jersey,34,2020,"Some college credit, but not a degree",4,Northeast,11731,3250.77,587.41,29.68,5.61,38.63,2.47
New Jersey,34,2021,"Some college credit, but not a degree",4,Northeast,11997,3247.62,584.48,29.88,5.56,38.54,2.5
New Jersey,34,2022,"Some college credit, but not a degree",4,Northeast,13064,3233.87,593.62,30.03,5.55,38.54,2.61
New Jersey,34,2023,"Some college credit, but not a degree",4,Northeast,12959,3236.05,587.02,30.19,5.57,38.55,2.48
New Jersey,34,2024,"Some college credit, but not a degree",4,Northeast,12642,3243.47,587.82,30.23,5.56,38.56,2.53
New Jersey,34,2016,"Associate degree (AA, AS)",5,Northeast,7000,3276.57,593.93,30.77,5.07,38.63,2.54
New Jersey,34,2017,"Associate degree (AA, AS)",5,Northeast,7054,3271.15,593.53,30.81,5.11,38.63,2.51
New Jersey,34,2018,"Associate degree (AA, AS)",5,Northeast,6828,3274.5,597.64,31.02,5.07,38.62,2.45
New Jersey,34,2019,"Associate degree (AA, AS)",5,Northeast,6909,3261.04,605.34,31.11,5.09,38.53,2.61
New Jersey,34,2020,"Associate degree (AA, AS)",5,Northeast,6800,3272.84,593.73,31.08,5.11,38.56,2.48
New Jersey,34,2021,"Associate degree (AA, AS)",5,Northeast,6910,3267.82,600.2,31.19,4.95,38.56,2.43
New Jersey,34,2022,"Associate degree (AA, AS)",5,Northeast,6768,3259.59,594.03,31.34,4.97,38.54,2.46
New Jersey,34,2023,"Associate degree (AA, AS)",5,Northeast,6266,3259.68,585.57,31.45,5.02,38.52,2.43
New Jersey,34,2024,"Associate degree (AA, AS)",5,Northeast,6029,3250.93,573.38,31.51,5.08,38.54,2.44
New Jersey,34,2016,"Bachelor's degree (BA, AB, BS)",6,Northeast,26605,3286.96,575.25,32.1,4.39,38.75,2.32
New Jersey,34,2017,"Bachelor's degree (BA, AB, BS)",6,Northeast,26826,3285.58,563.75,32.19,4.37,38.75,2.3
New Jersey,34,2018,"Bachelor's degree (BA, AB, BS)",6,Northeast,26829,3291.16,561.48,32.31,4.38,38.75,2.22
New Jersey,34,2019,"Bachelor's degree (BA, AB, BS)",6,Northeast,26943,3294.37,550.76,32.35,4.36,38.75,2.18
New Jersey,34,2020,"Bachelor's degree (BA, AB, BS)",6,Northeast,26645,3294.36,552.41,32.5,4.36,38.77,2.2
New Jersey,34,2021,"Bachelor's degree (BA, AB, BS)",6,Northeast,28276,3301.06,551.94,32.6,4.32,38.72,2.18
New Jersey,34,2022,"Bachelor's degree (BA, AB, BS)",6,Northeast,28085,3292.3,551.92,32.66,4.34,38.73,2.2
New Jersey,34,2023,"Bachelor's degree (BA, AB, BS)",6,Northeast,28008,3290.96,558.16,32.77,4.38,38.71,2.18
New Jersey,34,2024,"Bachelor's degree (BA, AB, BS)",6,Northeast,28144,3288.78,551.1,32.83,4.38,38.72,2.21
New Jersey,34,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,15752,3287.16,559.45,32.93,4.1,38.8,2.18
New Jersey,34,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,15616,3285.5,560.45,33.03,4.08,38.75,2.24
New Jersey,34,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,15901,3286.09,562.07,33.17,4.04,38.77,2.19
New Jersey,34,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,15757,3280.25,551.06,33.24,4.04,38.74,2.21
New Jersey,34,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,15924,3290.06,540.97,33.33,4.02,38.81,2.12
New Jersey,34,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,16990,3298.06,545.06,33.42,4.02,38.77,2.13
New Jersey,34,2022,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,17310,3280.55,539.1,33.55,4.04,38.74,2.1
New Jersey,34,2023,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,17083,3282.72,539.19,33.56,4.12,38.73,2.15
New Jersey,34,2024,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Northeast,17531,3263.12,557.19,33.65,4.06,38.66,2.22
New Jersey,34,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,3547,3275.54,549.06,34.22,3.95,38.8,2.09
New Jersey,34,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,3464,3273.18,546.22,34.26,4.0,38.73,2.18
New Jersey,34,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,3569,3249.5,556.32,34.21,3.92,38.68,2.27
New Jersey,34,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,3691,3265.6,540.28,34.3,3.83,38.7,2.06
New Jersey,34,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,3623,3263.68,528.26,34.36,3.87,38.81,2.06
New Jersey,34,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,4080,3256.74,559.25,34.52,3.84,38.63,2.27
New Jersey,34,2022,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,4248,3265.2,528.73,34.56,3.93,38.68,2.09
New Jersey,34,2023,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,4310,3258.99,545.89,34.41,3.86,38.65,2.04
New Jersey,34,2024,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Northeast,4358,3264.03,552.94,34.46,3.91,38.71,2.2
New York,36,2016,8th grade or less,1,Northeast,10806,3259.03,564.2,30.17,6.28,38.68,2.42
New York,36,2017,8th grade or less,1,Northeast,10546,3256.4,563.33,30.41,6.37,38.65,2.42
New York,36,2018,8th grade or less,1,Northeast,9775,3258.9,559.69,30.61,6.32,38.63,2.42
New York,36,2019,8th grade or less,1,Northeast,8984,3244.83,573.31,30.53,6.45,38.53,2.54
New York,36,2020,8th grade or less,1,Northeast,8296,3249.91,573.75,30.65,6.53,38.53,2.52
New York,36,2021,8th grade or less,1,Northeast,8023,3236.7,569.09,30.66,6.46,38.5,2.51
New York,36,2022,8th grade or less,1,Northeast,8510,3224.83,565.77,30.68,6.63,38.53,2.56
New York,36,2023,8th grade or less,1,Northeast,8660,3220.58,574.21,30.32,6.68,38.48,2.58
New York,36,2024,8th grade or less,1,Northeast,8386,3206.41,570.92,30.23,6.63,38.46,2.58
New York,36,2016,9th through 12th grade with no diploma,2,Northeast,25331,3193.93,594.4,26.43,6.53,38.67,2.59
New York,36,2017,9th through 12th grade with no diploma,2,Northeast,24154,3182.73,593.45,26.71,6.61,38.61,2.58
New York,36,2018,9th through 12th grade with no diploma,2,Northeast,22395,3181.44,589.12,26.81,6.63,38.59,2.59
New York,36,2019,9th through 12th grade with no diploma,2,Northeast,21562,3180.84,588.11,26.98,6.67,38.55,2.65
New York,36,2020,9th through 12th grade with no diploma,2,Northeast,19427,3171.74,596.58,27.15,6.7,38.47,2.69
New York,36,2021,9th through 12th grade with no diploma,2,Northeast,17929,3166.64,593.98,27.35,6.73,38.44,2.63
New York,36,2022,9th through 12th grade with no diploma,2,Northeast,17504,3153.77,595.52,27.55,6.73,38.44,2.7
New York,36,2023,9th through 12th grade with no diploma,2,Northeast,17186,3144.4,588.52,27.55,6.78,38.43,2.7
New York,36,2024,9th through 12th grade with no diploma,2,Northeast,17435,3155.93,574.14,27.68,6.73,38.49,2.62
New York,36,2016,High school graduate or GED completed,3,Northeast,51918,3246.86,582.79,27.77,5.88,38.81,2.45
New York,36,2017,High school graduate or GED completed,3,Northeast,51786,3236.81,589.0,27.92,5.92,38.75,2.51
New York,36,2018,High school graduate or GED completed,3,Northeast,51751,3235.67,592.84,28.05,5.95,38.75,2.53
New York,36,2019,High school graduate or GED completed,3,Northeast,50701,3231.14,586.84,28.06,5.93,38.7,2.51
New York,36,2020,High school graduate or GED completed,3,Northeast,48608,3230.85,588.64,28.16,5.95,38.66,2.53
New York,36,2021,High school graduate or GED completed,3,Northeast,48420,3218.51,592.7,28.22,5.95,38.59,2.57
New York,36,2022,High school graduate or GED completed,3,Northeast,49352,3210.46,580.68,28.34,6.02,38.65,2.52
New York,36,2023,High school graduate or GED completed,3,Northeast,49476,3210.73,582.76,28.31,5.99,38.63,2.52
New York,36,2024,High school graduate or GED completed,3,Northeast,51000,3211.31,579.6,28.41,6.0,38.64,2.48
New York,36,2016,"Some college credit, but not a degree",4,Northeast,37773,3257.68,599.24,28.67,5.57,38.74,2.49
New York,36,2017,"Some college credit, but not a degree",4,Northeast,36267,3250.08,603.5,28.8,5.56,38.72,2.5
New York,36,2018,"Some college credit, but not a degree",4,Northeast,35082,3250.68,597.39,28.97,5.57,38.69,2.48
New York,36,2019,"Some college credit, but not a degree",4,Northeast,33762,3240.69,601.39,29.09,5.58,38.6,2.53
New York,36,2020,"Some college credit, but not a degree",4,Northeast,31492,3238.45,605.01,29.21,5.59,38.59,2.51
New York,36,2021,"Some college credit, but not a degree",4,Northeast,30756,3230.24,594.12,29.43,5.57,38.53,2.48
New York,36,2022,"Some college credit, but not a degree",4,Northeast,28748,3220.37,601.16,29.59,5.62,38.55,2.52
New York,36,2023,"Some college credit, but not a degree",4,Northeast,26588,3211.88,593.89,29.72,5.64,38.54,2.49
New York,36,2024,"Some college credit, but not a degree",4,Northeast,25529,3221.11,591.93,29.77,5.65,38.56,2.45
New York,36,2016,"Associate degree (AA, AS)",5,Northeast,18758,3276.71,608.03,30.39,5.09,38.72,2.41
New York,36,2017,"Associate degree (AA, AS)",5,Northeast,18189,3279.4,603.44,30.48,5.07,38.69,2.42
New York,36,2018,"Associate degree (AA, AS)",5,Northeast,17968,3278.03,601.37,30.58,5.05,38.68,2.42
New York,36,2019,"Associate degree (AA, AS)",5,Northeast,17602,3273.19,600.13,30.63,5.06,38.62,2.43
New York,36,2020,"Associate degree (AA, AS)",5,Northeast,16740,3268.19,591.47,30.72,5.07,38.61,2.37
New York,36,2021,"Associate degree (AA, AS)",5,Northeast,17058,3258.81,588.07,30.87,5.03,38.54,2.38
New York,36,2022,"Associate degree (AA, AS)",5,Northeast,16338,3243.77,598.13,30.93,5.06,38.54,2.43
New York,36,2023,"Associate degree (AA, AS)",5,Northeast,15378,3237.31,595.02,31.09,5.02,38.5,2.42
